Lagen, NN, 
fick, VB, 
en, DT, 
dålig, JJ, 
start, NN, 
och, KN, 
lyckades, VB, 
aldrig, AB, 
komma, VB, 
ifatt, PL, 
., MAD, 
Sveriges, PM, 
lag, NN, 
i, PP, 
VM, PM, 
är, VB, 
troligen, AB, 
samma, DT, 
som, HP, 
spelade, VB, 
mot, PP, 
Italien, PM, 
., MAD, 
Sverige, PM, 
möter, VB, 
Brasilien, PM, 
i, PP, 
kvartsfinal, NN, 
i, PP, 
fotbolls-VM, PM, 
., MAD, 
Många, PN, 
tror, VB, 
att, SN, 
det, PN, 
blir, VB, 
den, DT, 
svåraste, JJ, 
matchen, NN, 
hittills, AB, 
., MAD, 
En, DT, 
ny, JJ, 
svår, JJ, 
sjukdom, NN, 
har, VB, 
upptäckts, VB, 
i, PP, 
flera, JJ, 
länder, NN, 
i, PP, 
Asien, PM, 
., MAD, 
Peter, PM, 
Forsberg, PM, 
är, VB, 
tillbaka, PL, 
efter, PP, 
sina, PS, 
skada, NN, 
och, KN, 
spelade, VB, 
hela, JJ, 
matchen, NN, 
., MAD, 
Hon, PN, 
säger, VB, 
att, SN, 
hon, PN, 
trodde, VB, 
att, SN, 
Gud, PM, 
ville, VB, 
det, PN, 
., MAD, 
En, DT, 
person, NN, 
som, HP, 
döms, VB, 
till, PP, 
vård, NN, 
blir, VB, 
fri, JJ, 
när, HA, 
han, PN, 
är, VB, 
frisk, JJ, 
., MAD, 
Umeå, PM, 
spelade, VB, 
1, RG, 
–, NN, 
1, RG, 
mot, PP, 
tyska, JJ, 
Frankfurt, PM, 
i, PP, 
damernas, NN, 
Uefa-cup, NN, 
., MAD, 
Minst, AB, 
tio, RG, 
personer, NN, 
dödades, VB, 
och, KN, 
40, RG, 
skadades, VB, 
., MAD, 
Utvecklingsstörda, PC, 
som, HP, 
inte, AB, 
förstår, VB, 
mer, AB, 
än, KN, 
barn, NN, 
på, PP, 
lågstadiet, NN, 
sitter, VB, 
alltså, AB, 
inlåsta, PC, 
på, PP, 
svenska, JJ, 
fängelser, NN, 
., MAD, 
Laget, NN, 
möter, VB, 
Ryssland, PM, 
som, HP, 
är, VB, 
favoriter, NN, 
till, PP, 
VM-guldet, NN, 
., MAD, 
Många, JJ, 
människor, NN, 
struntar, VB, 
i, PP, 
EU-valet, NN, 
., MAD, 
Planet, NN, 
hann, VB, 
bara, AB, 
flyga, VB, 
i, PP, 
några, DT, 
sekunder, NN, 
., MAD, 
I, PP, 
början, NN, 
av, PP, 
årets, NN, 
EM-tävling, NN, 
såg, VB, 
det, PN, 
mörkt, AB, 
ut, AB, 
., MAD, 
Det, PN, 
betyder, VB, 
att, SN, 
flygplanen, NN, 
inte, AB, 
kan, VB, 
flyga, VB, 
., MAD, 
I, PP, 
fredags, NN, 
vann, VB, 
hon, PN, 
storslalom-tävlingen, NN, 
i, PP, 
Park, PM, 
City, PM, 
i, PP, 
USA, PM, 
., MAD, 
När, HA, 
alla, DT, 
stater, NN, 
har, VB, 
röstat, VB, 
väljer, VB, 
det, DT, 
demokratiska, JJ, 
partiet, NN, 
sin, PS, 
president-kandidat, NN, 
., MAD, 
Alla, DT, 
svenskorna, NN, 
kämpade, VB, 
och, KN, 
slet, VB, 
., MAD, 
I, PP, 
dag, NN, 
,, MID, 
fredag, NN, 
,, MID, 
är, VB, 
det, PN, 
ett, DT, 
år, NN, 
sedan, SN, 
utrikesminister, NN, 
Anna, PM, 
Lindh, PM, 
blev, VB, 
mördad, PC, 
., MAD, 
De, DT, 
sju, RG, 
astronauterna, NN, 
på, PP, 
rymdfärjan, NN, 
hade, VB, 
inte, AB, 
någon, DT, 
chans, NN, 
., MAD, 
Regeringen, NN, 
har, VB, 
också, AB, 
fått, VB, 
kritik, NN, 
för, PP, 
att, SN, 
den, PN, 
inte, AB, 
skickade, VB, 
egna, JJ, 
flygplan, NN, 
för, PP, 
att, IE, 
hämta, VB, 
hem, PL, 
svenskar, NN, 
från, PP, 
Thailand, PM, 
., MAD, 
Nu, AB, 
varnar, VB, 
WHO, PM, 
för, PP, 
snus, NN, 
och, KN, 
annan, JJ, 
rökfri, JJ, 
tobak, NN, 
., MAD, 
Vägarna, NN, 
är, VB, 
förstörda, PC, 
., MAD, 
Byar, NN, 
runt, PP, 
staden, NN, 
Zarand, PM, 
är, VB, 
värst, AB, 
drabbade, PC, 
., MAD, 
Eleverna, NN, 
tycker, VB, 
att, SN, 
matematik, NN, 
är, VB, 
viktigt, JJ, 
men, KN, 
att, SN, 
det, PN, 
är, VB, 
svårt, JJ, 
och, KN, 
ganska, AB, 
tråkigt, JJ, 
., MAD, 
Det, PN, 
verkar, VB, 
också, AB, 
som, KN, 
om, SN, 
USA, PM, 
försöker, VB, 
bomba, VB, 
de, DT, 
platser, NN, 
Där, HA, 
Iraks, PM, 
ledare, NN, 
Saddam, PM, 
Hussein, PM, 
kan, VB, 
finnas, VB, 
., MAD, 
I, PP, 
årets, NN, 
undersökning, NN, 
körde, VB, 
yrkesförarna, NN, 
lite, AB, 
försiktigare, JJ, 
än, KN, 
förra, JJ, 
året, NN, 
., MAD, 
Demonstrationerna, NN, 
var, VB, 
fredliga, JJ, 
., MAD, 
Det, PN, 
blev, VB, 
mål, NN, 
men, KN, 
Zlatan, PM, 
fick, VB, 
inte, AB, 
så, AB, 
mycket, JJ, 
beröm, NN, 
., MAD, 
Mijailo, PM, 
Mijailovic, PM, 
har, VB, 
varit, VB, 
psykiskt, AB, 
sjuk, JJ, 
tidigare, AB, 
., MAD, 
Grundlagen, NN, 
är, VB, 
en, DT, 
massa, NN, 
regler, NN, 
för, PP, 
hur, HA, 
EU-ländernas, NN, 
samarbete, NN, 
ska, VB, 
gå, VB, 
till, PL, 
., MAD, 
Partiets, NN, 
ledare, NN, 
Sonia, PM, 
Gandhi, PM, 
blir, VB, 
troligen, AB, 
premiärminister, NN, 
och, KN, 
får, VB, 
bilda, VB, 
en, DT, 
egen, JJ, 
regering, NN, 
., MAD, 
Rasister, NN, 
och, KN, 
nazister, NN, 
planerar, VB, 
protester, NN, 
och, KN, 
demonstrationer, NN, 
mot, PP, 
invandrare, NN, 
., MAD, 
EUs, PM, 
poliskontor, NN, 
i, PP, 
Haag, PM, 
fick, VB, 
också, AB, 
en, DT, 
brevbomb, NN, 
., MAD, 
Då, AB, 
spränger, VB, 
terroristerna, NN, 
sina, PS, 
bomber, NN, 
., MAD, 
Idag, AB, 
,, MID, 
torsdag, NN, 
,, MID, 
är, VB, 
fortfarande, AB, 
100, RG, 
tusen, RG, 
människor, NN, 
utan, PP, 
ström, NN, 
., MAD, 
Han, PN, 
reste, VB, 
runt, PL, 
i, PP, 
länderna, NN, 
Pakistan, PM, 
och, KN, 
Afghanistan, PM, 
med, PP, 
en, DT, 
vän, NN, 
., MAD, 
De, PN, 
ringde, VB, 
bara, AB, 
till, PP, 
19-åringens, NN, 
mamma, NN, 
och, KN, 
sade, VB, 
att, SN, 
hon, PN, 
kunde, VB, 
gå, VB, 
ut, PL, 
och, KN, 
leta, VB, 
efter, PP, 
dottern, NN, 
., MAD, 
Kajsa, PM, 
hoppade, VB, 
2.03, RG, 
meter, NN, 
Nytt, JJ, 
svenskt, JJ, 
rekord, NN, 
inomhus, AB, 
., MAD, 
Det, PN, 
var, VB, 
i, PP, 
tresteg, NN, 
., MAD, 
Amerikanska, JJ, 
militärer, NN, 
säger, VB, 
också, AB, 
att, SN, 
Bagdads, PM, 
vice, JJ, 
borgmästare, NN, 
har, VB, 
blivit, VB, 
dödad, PC, 
., MAD, 
Alla, DT, 
amerikanska, JJ, 
presidenter, NN, 
har, VB, 
kommit, VB, 
antingen, KN, 
från, PP, 
det, DT, 
republikanska, JJ, 
eller, KN, 
det, DT, 
demokratiska, JJ, 
partiet, NN, 
., MAD, 
Tjejerna, NN, 
fick, VB, 
i, PP, 
stället, NN, 
avgöra, VB, 
matchen, NN, 
med, PP, 
straffar, NN, 
., MAD, 
Därför, AB, 
drogs, VB, 
färjan, NN, 
in, PL, 
mot, PP, 
hamnen, NN, 
av, PP, 
en, DT, 
bogserbåt, NN, 
., MAD, 
Det, PN, 
blev, VB, 
inga, DT, 
svenska, JJ, 
medaljer, NN, 
i, PP, 
tävlingarna, NN, 
., MAD, 
En, DT, 
viktig, JJ, 
dam-match, NN, 
spelades, VB, 
i, PP, 
helgen, NN, 
., MAD, 
Därför, AB, 
har, VB, 
de, PN, 
valt, VB, 
att, IE, 
göra, VB, 
så, AB, 
här, AB, 
., MAD, 
Det, PN, 
var, VB, 
första, RO, 
gången, NN, 
som, HP, 
hon, PN, 
var, VB, 
bland, PP, 
de, DT, 
tio, RG, 
bästa, JJ, 
i, PP, 
världscupen, NN, 
., MAD, 
Kolera, NN, 
och, KN, 
flera, JJ, 
andra, JJ, 
smittsamma, JJ, 
sjukdomar, NN, 
sprider, VB, 
sig, PN, 
bland, PP, 
människorna, NN, 
., MAD, 
De, PN, 
som, HP, 
har, VB, 
hittat, VB, 
på, PP, 
det, PN, 
här, AB, 
har, VB, 
inte, AB, 
gjort, VB, 
sitt, PS, 
jobb, NN, 
,, MID, 
säger, VB, 
det, DT, 
socialdemokratiska, JJ, 
kommunalrådet, NN, 
Jens, PM, 
Nilsson, PM, 
i, PP, 
Östersund, PM, 
., MAD, 
Egentligen, AB, 
vann, VB, 
Isa, PM, 
Gambar, PM, 
valet, NN, 
,, MID, 
säger, VB, 
Musavat, PM, 
., MAD, 
Kvinnodagen, NN, 
har, VB, 
firats, VB, 
den, DT, 
8, RO, 
mars, NN, 
i, PP, 
nästan, AB, 
hundra, RG, 
år, NN, 
., MAD, 
Det, PN, 
är, VB, 
Bulgarien, PM, 
,, MID, 
Estland, PM, 
,, MID, 
Lettland, PM, 
,, MID, 
Litauen, PM, 
,, MID, 
Rumänien, PM, 
,, MID, 
Slovakien, PM, 
och, KN, 
Slovenien, PM, 
., MAD, 
Men, KN, 
sedan, AB, 
var, VB, 
det, PN, 
stopp, NN, 
., MAD, 
Hon, PN, 
arbetade, VB, 
som, KN, 
barnflicka, NN, 
hos, PP, 
ett, DT, 
pastors-par, NN, 
i, PP, 
Knutby, PM, 
., MAD, 
Det, DT, 
tyska, JJ, 
laget, NN, 
vann, VB, 
med, PP, 
1-0, RG, 
., MAD, 
Flera, JJ, 
andra, PN, 
flydde, VB, 
och, KN, 
jagas, VB, 
i, PP, 
och, KN, 
runt, PP, 
staden, NN, 
Beslan, PM, 
., MAD, 
De, DT, 
valda, PC, 
politikerna, NN, 
i, PP, 
EU, PM, 
får, VB, 
mer, JJ, 
makt, NN, 
., MAD, 
Men, KN, 
vi, PN, 
får, VB, 
inte, AB, 
se, VB, 
några, DT, 
bilder, NN, 
från, PP, 
rättssalen, NN, 
,, MID, 
bara, AB, 
höra, VB, 
vad, HP, 
som, HP, 
sägs, VB, 
., MAD, 
Formel, NN, 
1, RG, 
anses, VB, 
vara, VB, 
den, DT, 
viktigaste, JJ, 
tävlingsklassen, NN, 
för, PP, 
racerbilar, NN, 
., MAD, 
Därför, AB, 
slipper, VB, 
han, PN, 
rättegång, NN, 
., MAD, 
Utrikesminister, NN, 
Anna, PM, 
Lindh, PM, 
blev, VB, 
mördad, PC, 
i, PP, 
höstas, NN, 
., MAD, 
På, PP, 
mötet, NN, 
har, VB, 
Nato, PM, 
bestämt, VB, 
att, SN, 
Nato, PM, 
ska, VB, 
träna, VB, 
upp, PL, 
irakiska, JJ, 
säkerhets-soldater, NN, 
., MAD, 
Det, PN, 
började, VB, 
brinna, VB, 
i, PP, 
tunnelbanan, NN, 
i, PP, 
Stockholm, PM, 
i, PP, 
måndags, NN, 
,, MID, 
det, PN, 
hända, VB, 
nära, PP, 
stationen, NN, 
i, PP, 
Rinkeby, PM, 
Det, PN, 
brann, VB, 
i, PP, 
ett, PN, 
av, PP, 
tunnelbanetågen, NN, 
., MAD, 
På, PP, 
onsdagen, NN, 
förlorade, VB, 
Sverige, PM, 
sin, PS, 
första, RO, 
match, NN, 
i, PP, 
bandy-VM, PM, 
., MAD, 
Ryssland, PM, 
startade, VB, 
matchen, NN, 
stenhårt, AB, 
och, KN, 
tog, VB, 
snabbt, AB, 
en, DT, 
ledning, NN, 
., MAD, 
De, PN, 
tror, VB, 
att, SN, 
det, PN, 
kommer, VB, 
att, IE, 
bli, VB, 
ännu, AB, 
mer, JJ, 
våld, NN, 
nu, AB, 
., MAD, 
Alla, PN, 
trodde, VB, 
nog, AB, 
att, SN, 
hemmalaget, NN, 
Portugal, PM, 
skulle, VB, 
vinna, VB, 
finalen, NN, 
., MAD, 
Många, JJ, 
länder, NN, 
i, PP, 
EU, PM, 
tycker, VB, 
att, SN, 
alkolås, NN, 
är, VB, 
bra, JJ, 
., MAD, 
På, PP, 
torsdagen, NN, 
grep, VB, 
polisen, NN, 
en, DT, 
man, NN, 
som, HP, 
är, VB, 
misstänkt, PC, 
för, PP, 
rånmordet, NN, 
., MAD, 
Peter, PM, 
Augustsson, PM, 
har, VB, 
varit, VB, 
chef, NN, 
för, PP, 
Saab, PM, 
i, PP, 
sju, RG, 
år, NN, 
., MAD, 
Matcherna, NN, 
blir, VB, 
alltid, AB, 
jämna, JJ, 
och, KN, 
spännande, JJ, 
., MAD, 
Även, AB, 
den, DT, 
här, AB, 
tävlingen, NN, 
vann, VB, 
finskan, NN, 
Tanja, PM, 
Poutiainen, PM, 
., MAD, 
Två, RG, 
människor, NN, 
dog, VB, 
., MAD, 
Israeliska, JJ, 
soldater, NN, 
har, VB, 
rivit, VB, 
många, JJ, 
bostadshus, NN, 
i, PP, 
staden, NN, 
Rafah, PM, 
., MAD, 
Sanna, JJ, 
Kallur, PM, 
hoppas, VB, 
kunna, VB, 
springa, VB, 
så, AB, 
bra, AB, 
att, SN, 
hon, PN, 
får, VB, 
åka, VB, 
till, PP, 
de, DT, 
olympiska, JJ, 
spelen, NN, 
i, PP, 
Grekland, PM, 
., MAD, 
Bomberna, NN, 
exploderade, VB, 
nästan, AB, 
samtidigt, AB, 
., MAD, 
Bengt, PM, 
Westerberg, PM, 
tycker, VB, 
också, AB, 
att, SN, 
informationen, NN, 
från, PP, 
DI, PM, 
till, PP, 
skolbarnens, NN, 
föräldrar, NN, 
och, KN, 
lärare, NN, 
varit, VB, 
alldeles, AB, 
för, AB, 
dålig, JJ, 
., MAD, 
De, DT, 
flesta, JJ, 
röstade, VB, 
på, PP, 
Anna, PM, 
Lindh, PM, 
., MAD, 
Tillsammans, AB, 
med, PP, 
Therese, PM, 
Sjögran, PM, 
och, KN, 
Malin, PM, 
Moström, PM, 
var, VB, 
de, PN, 
bäst, JJ, 
på, PP, 
plan, NN, 
., MAD, 
USA, PM, 
skulle, VB, 
låtit, VB, 
Förenta, JJ, 
Nationerna, NN, 
lösa, VB, 
problemen, NN, 
i, PP, 
Irak, PM, 
,, MID, 
säger, VB, 
Sverige, PM, 
statsminister, NN, 
Göran, PM, 
Persson, PM, 
., MAD, 
USA, PM, 
har, VB, 
skickat, VB, 
massor, NN, 
av, PP, 
soldater, NN, 
och, KN, 
vapen, NN, 
till, PP, 
länderna, NN, 
runt, PP, 
Irak, PM, 
., MAD, 
Nu, AB, 
slutar, VB, 
hon, PN, 
., MAD, 
Laget, NN, 
vann, VB, 
matchen, NN, 
mot, PP, 
AIK, PM, 
med, PP, 
3-2, RG, 
., MAD, 
Det, PN, 
var, VB, 
svårt, JJ, 
för, PP, 
att, IE, 
se, VB, 
hur, HA, 
mycket, JJ, 
olja, NN, 
som, HP, 
läckt, VB, 
ut, PL, 
i, PP, 
havet, NN, 
., MAD, 
Hon, PN, 
visste, VB, 
inte, AB, 
om, PP, 
vad, HP, 
som, HP, 
hände, VB, 
på, PP, 
fängelset, NN, 
men, KN, 
hon, PN, 
borde, VB, 
ha, VB, 
vetat, VB, 
det, PN, 
., MAD, 
I, PP, 
Schweiz, PM, 
har, VB, 
det, PN, 
varit, VB, 
VM, PM, 
i, PP, 
orientering, NN, 
., MAD, 
I, PP, 
Storbritannien, PM, 
finns, VB, 
experter, NN, 
som, HP, 
kan, VB, 
se, VB, 
vem, HP, 
som, HP, 
till, PP, 
exempel, NN, 
har, VB, 
haft, VB, 
cigaretten, NN, 
i, PP, 
munnen, NN, 
., MAD, 
Hamid, PM, 
Karzai, PM, 
fick, VB, 
lite, AB, 
mer, AB, 
än, KN, 
hälften, NN, 
av, PP, 
rösterna, NN, 
., MAD, 
Premiärministern, NN, 
Iyad, PM, 
Alawi, PM, 
är, VB, 
shiamuslim, JJ, 
., MAD, 
Jag, PN, 
hade, VB, 
hellre, AB, 
kommit, VB, 
sist, AB, 
än, KN, 
att, IE, 
ta, VB, 
silver, NN, 
,, MID, 
sade, VB, 
han, PN, 
efter, PP, 
final-matchen, NN, 
mot, PP, 
ryssen, NN, 
Michine, PM, 
., MAD, 
Fler, JJ, 
än, KN, 
hälften, NN, 
av, PP, 
väljarna, NN, 
i, PP, 
EU-länderna, NN, 
struntade, VB, 
i, PP, 
att, IE, 
rösta, VB, 
., MAD, 
Han, PN, 
blev, VB, 
85, RG, 
år, NN, 
gammal, JJ, 
., MAD, 
AIK-tjejerna, NN, 
var, VB, 
helt, AB, 
överlägsna, JJ, 
., MAD, 
Det, PN, 
blev, VB, 
klart, JJ, 
på, PP, 
torsdagen, NN, 
., MAD, 
Försvarsspelet, NN, 
var, VB, 
uselt, JJ, 
., MAD, 
Kroatien, PM, 
är, VB, 
ett, PN, 
av, PP, 
världens, NN, 
bästa, JJ, 
lag, NN, 
., MAD, 
När, HA, 
det, PN, 
är, VB, 
stora, JJ, 
mästerskap, NN, 
får, VB, 
han, PN, 
ofta, AB, 
döma, VB, 
viktiga, JJ, 
matcher, NN, 
., MAD, 
På, PP, 
tisdagen, NN, 
och, KN, 
på, PP, 
onsdagsmorgonen, NN, 
dödades, VB, 
nästan, AB, 
femtio, RG, 
människor, NN, 
i, PP, 
Irak, PM, 
., MAD, 
I, PP, 
söder, NN, 
styr, VB, 
grekerna, NN, 
., MAD, 
I, PP, 
landet, NN, 
Indonesien, PM, 
har, VB, 
det, PN, 
i, PP, 
många, JJ, 
år, NN, 
varit, VB, 
krig, NN, 
i, PP, 
området, NN, 
Aceh, PM, 
., MAD, 
–, MID, 
Jag, PN, 
är, VB, 
glad, JJ, 
över, PP, 
medaljen, NN, 
., MAD, 
Den, DT, 
här, AB, 
tiden, NN, 
på, PP, 
året, NN, 
delas, VB, 
det, PN, 
ut, PL, 
många, JJ, 
idrottspriser, NN, 
., MAD, 
Tre, RG, 
Kronor, NN, 
började, VB, 
mycket, AB, 
bra, AB, 
., MAD, 
ETA, PM, 
vill, VB, 
att, SN, 
området, NN, 
Baskien, PM, 
i, PP, 
norra, JJ, 
Spanien, PM, 
blir, VB, 
ett, DT, 
eget, JJ, 
land, NN, 
., MAD, 
Terroristerna, NN, 
i, PP, 
Sahara, PM, 
hör, VB, 
till, PP, 
en, DT, 
grupp, NN, 
som, HP, 
heter, VB, 
GSPC, PM, 
., MAD, 
Han, PN, 
har, VB, 
blivit, VB, 
utvisad, PC, 
från, PP, 
Sverige, PM, 
efter, PP, 
att, SN, 
han, PN, 
satt, VB, 
i, PP, 
fängelse, NN, 
här, AB, 
., MAD, 
FN, PM, 
har, VB, 
länge, AB, 
stoppat, VB, 
Irak, PM, 
från, PP, 
att, IE, 
handla, VB, 
med, PP, 
andra, JJ, 
länder, NN, 
., MAD, 
Konferensen, NN, 
ska, VB, 
handla, VB, 
om, PP, 
hur, HA, 
människor, NN, 
i, PP, 
framtiden, NN, 
ska, VB, 
kunna, VB, 
hindra, VB, 
att, SN, 
det, PN, 
blir, VB, 
folkmord, NN, 
., MAD, 
När, HA, 
det, PN, 
var, VB, 
bolagsstämma, NN, 
i, PP, 
Skandia, PM, 
förra, JJ, 
veckan, NN, 
fick, VB, 
företagets, NN, 
styrelse, NN, 
mycket, AB, 
skäll, NN, 
., MAD, 
Den, DT, 
grekiska, JJ, 
delen, NN, 
av, PP, 
Cypern, PM, 
blir, VB, 
medlem, NN, 
i, PP, 
EU, PM, 
nästa, JJ, 
vecka, NN, 
., MAD, 
Många, JJ, 
människor, NN, 
har, VB, 
blivit, VB, 
besvikna, JJ, 
på, PP, 
Skandia, PM, 
., MAD, 
Hon, PN, 
kritiserade, VB, 
politikerna, NN, 
när, HA, 
hon, PN, 
tyckte, VB, 
att, SN, 
de, PN, 
gjorde, VB, 
fel, PL, 
., MAD, 
Flera, JJ, 
farliga, JJ, 
fångar, NN, 
har, VB, 
rymt, VB, 
., MAD, 
Därför, AB, 
har, VB, 
domstolen, NN, 
sagt, VB, 
att, SN, 
Ringhals, PM, 
inte, AB, 
ska, VB, 
få, VB, 
tillverka, VB, 
mer, AB, 
el, NN, 
., MAD, 
Stefan, PM, 
Selakovic, PM, 
gjorde, VB, 
det, DT, 
svenska, JJ, 
målet, NN, 
redan, AB, 
i, PP, 
början, NN, 
av, PP, 
matchen, NN, 
., MAD, 
Olyckorna, NN, 
har, VB, 
gett, VB, 
kärnkraften, NN, 
i, PP, 
Japan, PM, 
dåligt, JJ, 
rykte, NN, 
,, MID, 
skriver, VB, 
nyhetsbyrån, NN, 
Reuters, PM, 
., MAD, 
Många, JJ, 
svenskar, NN, 
har, VB, 
ännu, AB, 
inte, AB, 
hört, VB, 
av, PL, 
sig, PN, 
till, PP, 
sina, PS, 
anhöriga, JJ, 
i, PP, 
Sverige, PM, 
eller, KN, 
till, PP, 
sin, PS, 
resebyrå, NN, 
., MAD, 
Det, PN, 
sade, VB, 
landets, NN, 
finansminister, NN, 
Gordon, PM, 
Brown, PM, 
på, PP, 
söndagen, NN, 
., MAD, 
I, PP, 
dag, NN, 
,, MID, 
fredag, NN, 
,, MID, 
är, VB, 
fortfarande, AB, 
över, AB, 
60, RG, 
tusen, RG, 
hushåll, NN, 
utan, PP, 
ström, NN, 
., MAD, 
Efter, PP, 
sex, RG, 
dagar, NN, 
hittades, VB, 
hon, PN, 
mördad, PC, 
i, PP, 
en, DT, 
plastsäck, NN, 
i, PP, 
skogen, NN, 
., MAD, 
Sverige, PM, 
har, VB, 
tagit, VB, 
sitt, PS, 
fjärde, RO, 
guld, NN, 
i, PP, 
OS, PM, 
., MAD, 
USA, PM, 
har, VB, 
nu, AB, 
fångat, VB, 
mer, AB, 
än, KN, 
hälften, NN, 
av, PP, 
Iraks, PM, 
förra, JJ, 
ledare, NN, 
., MAD, 
Mannen, NN, 
misstänks, VB, 
också, AB, 
för, PP, 
andra, JJ, 
brott, NN, 
., MAD, 
Problemet, NN, 
var, VB, 
att, SN, 
det, PN, 
just, AB, 
då, AB, 
fanns, VB, 
ovanligt, AB, 
mycket, JJ, 
sill, NN, 
i, PP, 
havet, NN, 
., MAD, 
Hammarby, PM, 
har, VB, 
varit, VB, 
SM-, PM, 
final, NN, 
fyra, RG, 
gånger, NN, 
på, PP, 
de, DT, 
senaste, JJ, 
fem, RG, 
åren, NN, 
., MAD, 
Danmarks, PM, 
huvudstad, NN, 
Köpenhamn, PM, 
ligger, VB, 
väldigt, AB, 
nära, PP, 
Barsebäck, PM, 
., MAD, 
När, HA, 
Göran, PM, 
Persson, PM, 
och, KN, 
de, DT, 
andra, JJ, 
statsministrarna, NN, 
i, PP, 
EU-länderna, NN, 
träffades, VB, 
nyligen, AB, 
kunde, VB, 
de, PN, 
inte, AB, 
komma, VB, 
överens, PL, 
om, PP, 
ny, JJ, 
chef, NN, 
i, PP, 
EU-kommissionen, NN, 
som, HP, 
är, VB, 
EUs, PM, 
regering, NN, 
., MAD, 
Det, PN, 
berättade, VB, 
han, PN, 
på, PP, 
torsdagen, NN, 
., MAD, 
Före, PP, 
kriget, NN, 
sade, VB, 
de, PN, 
att, SN, 
de, PN, 
skulle, VB, 
hitta, VB, 
förbjudna, PC, 
vapen, NN, 
i, PP, 
Irak, PM, 
., MAD, 
Det, PN, 
betyder, VB, 
att, SN, 
Tyskland, PM, 
ännu, AB, 
en, DT, 
gång, NN, 
har, VB, 
nått, VB, 
final, NN, 
i, PP, 
ett, DT, 
stort, JJ, 
mästerskap, NN, 
., MAD, 
Men, KN, 
riksdagen, NN, 
har, VB, 
sagt, VB, 
nej, IN, 
till, PP, 
en, DT, 
särskild, PC, 
lag, NN, 
som, HP, 
gör, VB, 
att, SN, 
alla, DT, 
apatiska, JJ, 
barn, NN, 
och, KN, 
deras, PS, 
familjer, NN, 
får, VB, 
stanna, VB, 
., MAD, 
Men, KN, 
när, HA, 
hon, PN, 
kom, VB, 
hem, PL, 
till, PP, 
Sverige, PM, 
räckte, VB, 
inte, AB, 
det, PN, 
., MAD, 
Det, PN, 
har, VB, 
varit, VB, 
en, DT, 
bra, JJ, 
helg, NN, 
för, PP, 
svenska, JJ, 
skidåkare, NN, 
., MAD, 
Det, PN, 
sade, VB, 
statsminister, NN, 
Göran, PM, 
Persson, PM, 
när, HA, 
han, PN, 
talade, VB, 
i, PP, 
Malmö, PM, 
på, PP, 
första, RO, 
maj, NN, 
., MAD, 
De, PN, 
trodde, VB, 
också, AB, 
att, SN, 
folk, NN, 
i, PP, 
Irak, PM, 
skulle, VB, 
jubla, VB, 
när, HA, 
USA, PM, 
kom, VB, 
och, KN, 
befriande, PC, 
dem, PN, 
., MAD, 
Den, DT, 
här, AB, 
gången, NN, 
fick, VB, 
han, PN, 
hög, JJ, 
feber, NN, 
av, PP, 
en, DT, 
urinvägsinfektion, NN, 
., MAD, 
Där, AB, 
dödades, VB, 
tre, RG, 
valarbetare, NN, 
., MAD, 
Portugal, PM, 
vann, VB, 
semifinalen, NN, 
mot, PP, 
Holland, PM, 
med, PP, 
2-1, RG, 
., MAD, 
Poliserna, NN, 
har, VB, 
också, AB, 
börjat, VB, 
arbeta, VB, 
igen, PL, 
,, MID, 
säger, VB, 
Bremer, PM, 
., MAD, 
Förra, JJ, 
året, NN, 
lastade, VB, 
femtio, RG, 
fartyg, NN, 
olja, NN, 
i, PP, 
Ryssland, PM, 
., MAD, 
Nu, AB, 
har, VB, 
de, PN, 
dömts, VB, 
av, PP, 
hovrätten, NN, 
., MAD, 
Det, PN, 
var, VB, 
fel, JJ, 
att, IE, 
låta, VB, 
Frankrike, PM, 
och, KN, 
Tyskland, PM, 
slippa, VB, 
undan, PL, 
., MAD, 
Nabisco, PM, 
är, VB, 
en, PN, 
av, PP, 
de, DT, 
fyra, RG, 
viktigaste, JJ, 
golftävlingarna, NN, 
i, PP, 
världen, NN, 
., MAD, 
Det, PN, 
var, VB, 
en, DT, 
fantastisk, JJ, 
svensk, JJ, 
kväll, NN, 
i, PP, 
Lissabon, PM, 
i, PP, 
Portugal, PM, 
., MAD, 
det, PN, 
betyder, VB, 
att, SN, 
han, PN, 
inte, AB, 
får, VB, 
spela, VB, 
ishockey, NN, 
i, PP, 
någon, DT, 
serie, NN, 
i, PP, 
Europa, PM, 
., MAD, 
Giftet, NN, 
skyddar, VB, 
träden, NN, 
mot, PP, 
insekter, NN, 
som, HP, 
förstör, VB, 
nedfallna, PC, 
träd, NN, 
., MAD, 
George, PM, 
Bush, PM, 
har, VB, 
gått, VB, 
med, PL, 
på, PP, 
att, IE, 
vänta, VB, 
med, PP, 
ett, DT, 
anfall, NN, 
tills, SN, 
vapenexperterna, NN, 
är, VB, 
klara, JJ, 
., MAD, 
Israels, PM, 
ledare, NN, 
Ariel, PM, 
Sharon, PM, 
mötte, VB, 
ännu, AB, 
en, DT, 
gång, NN, 
den, DT, 
palestinske, JJ, 
ledaren, NN, 
Mahmud, PM, 
Abbas, PM, 
., MAD, 
Det, PN, 
är, VB, 
egentligen, AB, 
en, DT, 
medicin, NN, 
mot, PP, 
högt, JJ, 
blodtryck, NN, 
., MAD, 
–, PP, 
Sverige, PM, 
närmar, VB, 
sig, PN, 
NATO, PM, 
